term_str,n,n_chars,p,i,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,porter_stem,stem_snowball,stem_lancaster
question,152,8,0.000359259075427861,11.442687777746748,NN,NN,3,"{'JJ', 'NN', 'VB'}",6,"{'JJ', 'VBZ', 'VB', 'NNS', 'NN', 'VBP'}",0,question,question,quest
questionable,6,12,1.418127929320504e-05,16.105652790469176,JJ,JJ,1,{'JJ'},1,{'JJ'},0,question,question,quest
questionalthough,1,16,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,questionalthough,questionalthough,questionalthough
questionbut,1,11,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,questionbut,questionbut,questionbut
questioned,8,10,1.8908372390940054e-05,15.690615291190333,JJ,NN,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'VBN', 'NNS'}",0,question,question,quest
questioner,3,10,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,question,question,quest
questioners,2,11,4.7270930977350136e-06,17.690615291190333,VBP,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBP'}",0,question,question,quest
questioning,13,11,3.072610513527759e-05,14.99017557304924,VBG,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,question,question,quest
questioningly,2,13,4.7270930977350136e-06,17.690615291190333,VB,VB,2,"{'VB', 'RB'}",2,"{'VB', 'RB'}",0,questioningli,question,quest
questions,83,9,0.00019617436355600306,12.315575859843408,NNS,NN,4,"{'JJ', 'NN', 'VB', 'IN'}",6,"{'JJ', 'VB', 'NNS', 'NN', 'NNP', 'IN'}",0,question,question,quest
queuing,1,7,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,queu,queu,queu
quick,34,5,8.036058266149522e-05,13.603152449939994,JJ,JJ,3,"{'JJ', 'NN', 'VB'}",5,"{'JJ', 'VBN', 'VB', 'NN', 'NNP'}",0,quick,quick,quick
quickened,1,9,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,quicken,quicken,quick
quickens,2,8,4.7270930977350136e-06,17.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,quicken,quicken,quick
quicker,7,7,1.6544825842072546e-05,15.88326036913273,NN,NN,2,"{'JJ', 'NN'}",3,"{'JJR', 'NN', 'JJ'}",0,quicker,quicker,quick
quickest,1,8,2.3635465488675068e-06,18.690615291190333,JJS,JJ,1,{'JJ'},1,{'JJS'},0,quickest,quickest,quickest
quickly,123,7,0.0002907162255107033,11.748100785851094,RB,RB,4,"{'JJ', 'NN', 'VB', 'RB'}",7,"{'JJ', 'VB', 'NNS', 'NN', 'NNP', 'RB', 'VBP'}",0,quickli,quick,quick
quicklyand,1,10,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,quicklyand,quicklyand,quicklyand
quiet,130,5,0.00030726105135277584,11.668247478161879,JJ,JJ,4,"{'JJ', 'NN', 'VB', 'RB'}",7,"{'JJ', 'VBZ', 'VB', 'NNS', 'NN', 'NNP', 'RB'}",0,quiet,quiet,quiet
quieten,2,7,4.7270930977350136e-06,17.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,quieten,quieten,quiet
quieter,4,7,9.454186195470027e-06,16.690615291190333,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJR', 'NN'}",0,quieter,quieter,quiet
quietest,1,8,2.3635465488675068e-06,18.690615291190333,JJS,JJ,1,{'JJ'},1,{'JJS'},0,quietest,quietest,quietest
quietly,109,7,0.0002576265738265582,11.922430966413406,RB,RB,5,"{'JJ', 'CC', 'VB', 'NN', 'RB'}",7,"{'JJ', 'CC', 'VBZ', 'VB', 'NN', 'RB', 'VBP'}",0,quietli,quiet,quiet
quietness,3,9,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,quiet,quiet,quiet
quilt,3,5,7.09063964660252e-06,17.105652790469176,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,quilt,quilt,quilt
quit,2,4,4.7270930977350136e-06,17.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,quit,quit,quit
quite,428,5,0.001011597922915293,9.949148304789187,RB,RB,5,"{'JJ', 'VB', 'NN', 'RB', 'PD'}",8,"{'JJ', 'VBZ', 'VB', 'NN', 'NNP', 'RB', 'VBP', 'PDT'}",0,quit,quit,quit
quiver,2,6,4.7270930977350136e-06,17.690615291190333,VB,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,quiver,quiver,quiv
quivered,2,8,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,quiver,quiver,quiv
quivering,6,9,1.418127929320504e-05,16.105652790469176,VBG,VB,3,"{'JJ', 'VB', 'IN'}",4,"{'JJ', 'VB', 'IN', 'VBG'}",0,quiver,quiver,quiv
quivers,2,7,4.7270930977350136e-06,17.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,quiver,quiver,quiv
quivery,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,quiveri,quiveri,quivery
quizzically,1,11,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,quizzic,quizzic,quizz
quote,1,5,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,quot,quot,quot
rabbit,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,rabbit,rabbit,rabbit
rabble,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,rabbl,rabbl,rabbl
rabensteiner,4,12,9.454186195470027e-06,16.690615291190333,NNP,NN,1,{'NN'},2,"{'NN', 'NNP'}",0,rabenstein,rabenstein,rabenstein
race,9,4,2.127191893980756e-05,15.520690289748021,NN,NN,1,{'NN'},1,{'NN'},0,race,race,rac
racecourse,8,10,1.8908372390940054e-05,15.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,racecours,racecours,racecours
races,2,5,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,race,race,rac
racetrack,3,9,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,racetrack,racetrack,racetrack
racing,2,6,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,race,race,rac
rack,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,rack,rack,rack
racket,5,6,1.1817732744337534e-05,16.36868719630297,NN,NN,1,{'NN'},1,{'NN'},0,racket,racket,racket
racking,2,7,4.7270930977350136e-06,17.690615291190333,NN,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,rack,rack,rack
radiance,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,radianc,radianc,rady
radiated,1,8,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,radiat,radiat,rady
radius,1,6,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,radiu,radius,radi
raff,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,raff,raff,raff
rafters,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,rafter,rafter,raft
rag,6,3,1.418127929320504e-05,16.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,rag,rag,rag
rage,11,4,2.5999012037542573e-05,15.231183672553037,NN,NN,1,{'NN'},1,{'NN'},0,rage,rage,rag
ragged,2,6,4.7270930977350136e-06,17.690615291190333,VB,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VB'}",0,rag,rag,rag
ragging,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,rag,rag,rag
raging,4,6,9.454186195470027e-06,16.690615291190333,NN,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,rage,rage,rag
rags,5,4,1.1817732744337534e-05,16.36868719630297,NN,NN,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'NNS'}",0,rag,rag,rag
rail,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,rail,rail,rail
railed,1,6,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,rail,rail,rail
railing,31,7,7.32699430148927e-05,13.736418980803458,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,rail,rail,rail
railings,4,8,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,rail,rail,rail
rails,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,rail,rail,rail
railway,3,7,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,railway,railway,railway
rain,10,4,2.3635465488675068e-05,15.368687196302972,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,rain,rain,rain
raining,2,7,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,rain,rain,rain
rainy,3,5,7.09063964660252e-06,17.105652790469176,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,raini,raini,rainy
raise,25,5,5.9088663721687664e-05,14.046759101415608,VB,VB,1,{'VB'},1,{'VB'},0,rais,rais,rais
raised,81,6,0.00019144727045826803,12.350765288305709,VBD,VB,3,"{'JJ', 'NN', 'VB'}",5,"{'JJ', 'VBN', 'VBD', 'NN', 'VBP'}",0,rais,rais,rais
raising,24,7,5.672511717282016e-05,14.105652790469177,VBG,VB,1,{'VB'},1,{'VBG'},0,rais,rais,rais
raisins,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,raisin,raisin,raisin
ramifications,2,13,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,ramif,ramif,ram
rammed,2,6,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,ram,ram,ram
ramses,5,6,1.1817732744337534e-05,16.36868719630297,NNP,NN,1,{'NN'},2,"{'NNP', 'NNPS'}",0,rams,rams,rams
ran,89,3,0.0002103556428492081,12.214881860223937,VBD,VB,2,"{'NN', 'VB'}",5,"{'VBD', 'VBZ', 'VB', 'NN', 'VBP'}",0,ran,ran,ran
rancorous,1,9,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,rancor,rancor,rant
random,13,6,3.072610513527759e-05,14.99017557304924,NN,NN,3,"{'JJ', 'NN', 'RB'}",3,"{'JJ', 'NN', 'RB'}",0,random,random,random
randomly,1,8,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,randomli,random,random
rang,14,4,3.308965168414509e-05,14.88326036913273,NN,NN,2,"{'NN', 'VB'}",5,"{'VBD', 'VBZ', 'VB', 'NN', 'VBP'}",0,rang,rang,rang
range,3,5,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,rang,rang,rang
ranging,1,7,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,rang,rang,rang
rank,16,4,3.781674478188011e-05,14.690615291190333,NN,NN,2,"{'NN', 'VB'}",4,"{'VBZ', 'NN', 'VBD', 'VBP'}",0,rank,rank,rank
ranking,4,7,9.454186195470027e-06,16.690615291190333,JJ,JJ,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VBG'}",0,rank,rank,rank
ranks,4,5,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,rank,rank,rank
rapid,5,5,1.1817732744337534e-05,16.36868719630297,JJ,JJ,1,{'JJ'},1,{'JJ'},0,rapid,rapid,rapid
rapidly,5,7,1.1817732744337534e-05,16.36868719630297,RB,RB,2,"{'NN', 'RB'}",3,"{'NN', 'NNP', 'RB'}",0,rapidli,rapid,rapid
rapped,1,6,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,rap,rap,rap
rapport,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,rapport,rapport,rapport
rapscallion,1,11,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,rapscallion,rapscallion,rapscal
rapt,1,4,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,rapt,rapt,rapt
raptest,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,raptest,raptest,raptest
rapture,3,7,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,raptur,raptur,rapt
rare,11,4,2.5999012037542573e-05,15.231183672553037,JJ,JJ,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NNP', 'VBZ'}",0,rare,rare,rar
rarely,9,6,2.127191893980756e-05,15.520690289748021,RB,RB,1,{'RB'},1,{'RB'},0,rare,rare,rar
raritybut,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,raritybut,raritybut,raritybut
rascal,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,rascal,rascal,rasc
rash,4,4,9.454186195470027e-06,16.690615291190333,NN,NN,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VBN'}",0,rash,rash,rash
rashly,1,6,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,rashli,rash,rash
rashlyor,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,rashlyor,rashlyor,rash
rasp,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,rasp,rasp,rasp
rat,3,3,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,rat,rat,rat
rate,20,4,4.7270930977350136e-05,14.368687196302972,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,rate,rate,rat
rated,1,5,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,rate,rate,rat
rather,195,6,0.0004608915770291638,11.083284977440723,RB,RB,3,"{'NN', 'VB', 'RB'}",6,"{'VBN', 'VBZ', 'VB', 'NN', 'NNP', 'RB'}",0,rather,rather,rath
rational,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,ration,ration,rat
rationality,1,11,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,ration,ration,rat
rationalize,1,11,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,ration,ration,rat
rationally,1,10,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,ration,ration,rat
rats,2,4,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,rat,rat,rat
rattle,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,rattl,rattl,rattl
rattled,3,7,7.09063964660252e-06,17.105652790469176,VBD,VB,1,{'VB'},1,{'VBD'},0,rattl,rattl,rattl
rattling,5,8,1.1817732744337534e-05,16.36868719630297,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,rattl,rattl,rattl
raucous,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,raucou,raucous,rauc
ravages,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,ravag,ravag,rav
ravine,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,ravin,ravin,ravin
raw,7,3,1.6544825842072546e-05,15.88326036913273,JJ,JJ,2,"{'JJ', 'VB'}",2,"{'JJ', 'VB'}",0,raw,raw,raw
rays,1,4,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,ray,ray,ray
re,164,2,0.0003876216340142711,11.33306328657225,VBP,VB,4,"{'JJ', 'NN', 'VB', 'RB'}",7,"{'JJ', 'VBN', 'VBZ', 'VB', 'NN', 'RB', 'VBP'}",1,re,re,re
reach,46,5,0.00010872314124790531,13.167053335133321,VB,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBP'}",0,reach,reach,reach
reached,86,7,0.00020326500320260558,12.264350536488235,VBD,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,reach,reach,reach
reaches,6,7,1.418127929320504e-05,16.105652790469176,VBZ,VB,2,"{'NN', 'VB'}",2,"{'VBZ', 'NNS'}",0,reach,reach,reach
reaching,14,8,3.308965168414509e-05,14.88326036913273,VBG,VB,1,{'VB'},1,{'VBG'},0,reach,reach,reach
react,1,5,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,react,react,react
reacted,1,7,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,react,react,react
reaction,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,reaction,reaction,react
read,85,4,0.00020090145665373806,12.281224355052633,VB,VB,3,"{'JJ', 'NN', 'VB'}",8,"{'JJ', 'VBN', 'VBD', 'VBZ', 'VB', 'NN', 'NNP', 'VBP'}",0,read,read,read
readily,4,7,9.454186195470027e-06,16.690615291190333,RB,RB,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,readili,readili,ready
readiness,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,readi,readi,ready
reading,40,7,9.454186195470027e-05,13.368687196302972,VBG,VB,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'VBN', 'VBG'}",0,read,read,read
reads,3,5,7.09063964660252e-06,17.105652790469176,VBZ,VB,1,{'VB'},2,"{'VBZ', 'VB'}",0,read,read,read
ready,102,5,0.0002410817479844857,12.018189949218838,JJ,JJ,4,"{'JJ', 'NN', 'VB', 'RB'}",7,"{'JJ', 'VBD', 'VB', 'NNS', 'NN', 'RB', 'VBP'}",0,readi,readi,ready
real,105,4,0.0002481723876310882,11.97636977352421,JJ,JJ,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VBZ'}",0,real,real,real
realisation,2,11,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,realis,realis,real
realise,15,7,3.54531982330126e-05,14.783724695581816,VB,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBP'}",0,realis,realis,real
realised,19,8,4.490738442848263e-05,14.442687777746748,VBD,VB,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'VBN', 'VBD'}",0,realis,realis,real
realistic,1,9,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,realist,realist,real
realities,1,9,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,realiti,realiti,real
reality,23,7,5.4361570623952654e-05,14.167053335133321,NN,NN,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VB'}",0,realiti,realiti,real
realize,20,7,4.7270930977350136e-05,14.368687196302972,VB,VB,1,{'VB'},2,"{'VB', 'VBP'}",0,realiz,realiz,real
realized,32,8,7.563348956376022e-05,13.690615291190333,VBD,VB,1,{'VB'},3,"{'VBZ', 'VBN', 'VBD'}",0,realiz,realiz,real
realizes,7,8,1.6544825842072546e-05,15.88326036913273,VBZ,VB,1,{'VB'},1,{'VBZ'},0,realiz,realiz,real
realizing,3,9,7.09063964660252e-06,17.105652790469176,VBG,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,realiz,realiz,real
really,517,6,0.001221953565764501,9.6765948208754,RB,RB,4,"{'JJ', 'NN', 'VB', 'RB'}",7,"{'JJ', 'VBN', 'VB', 'NNS', 'NN', 'NNP', 'RB'}",0,realli,realli,real
realm,2,5,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,realm,realm,realm
reappear,1,8,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,reappear,reappear,reappear
reappearance,1,12,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,reappear,reappear,reappear
reappeared,1,10,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,reappear,reappear,reappear
rear,3,4,7.09063964660252e-06,17.105652790469176,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,rear,rear,rear
reared,1,6,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,rear,rear,rear
rearrange,2,9,4.7270930977350136e-06,17.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,rearrang,rearrang,rearrang
rearranged,4,10,9.454186195470027e-06,16.690615291190333,VBD,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,rearrang,rearrang,rearrang
rearrangements,1,14,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,rearrang,rearrang,rearrang
rearranging,2,11,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,rearrang,rearrang,rearrang
reason,142,6,0.00033562360993918597,11.540868171685652,NN,NN,3,"{'NN', 'VB', 'RB'}",3,"{'NN', 'RB', 'VBP'}",0,reason,reason,reason
reasonable,12,10,2.836255858641008e-05,15.105652790469177,JJ,JJ,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBN'}",0,reason,reason,reason
reasonableness,2,14,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,reason,reason,reason
reasonably,2,10,4.7270930977350136e-06,17.690615291190333,VB,VB,2,"{'VB', 'RB'}",2,"{'VB', 'RB'}",0,reason,reason,reason
reasoned,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,reason,reason,reason
reasoning,3,9,7.09063964660252e-06,17.105652790469176,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,reason,reason,reason
reasons,50,7,0.00011817732744337533,13.046759101415608,NNS,NN,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'NNS'}",0,reason,reason,reason
reasonswhen,1,11,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,reasonswhen,reasonswhen,reasonswh
reassurance,2,11,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,reassur,reassur,reass
reassure,8,8,1.8908372390940054e-05,15.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,reassur,reassur,reass
reassured,4,9,9.454186195470027e-06,16.690615291190333,VB,VB,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'VBN', 'VB'}",0,reassur,reassur,reass
reassures,2,9,4.7270930977350136e-06,17.690615291190333,VBZ,VB,2,"{'NN', 'VB'}",2,"{'VBZ', 'NNS'}",0,reassur,reassur,reass
reassuring,3,10,7.09063964660252e-06,17.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,reassur,reassur,reass
rebel,2,5,4.7270930977350136e-06,17.690615291190333,VBP,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBP'}",0,rebel,rebel,rebel
rebelling,1,9,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,rebel,rebel,rebel
rebellion,2,9,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,rebellion,rebellion,rebel
rebellious,2,10,4.7270930977350136e-06,17.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,rebelli,rebelli,rebel
rebelliously,1,12,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,rebelli,rebelli,rebel
rebuffed,1,8,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,rebuf,rebuf,rebuff
rebuild,2,7,4.7270930977350136e-06,17.690615291190333,VB,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,rebuild,rebuild,rebuild
rebuilds,1,8,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,rebuild,rebuild,rebuild
rebuke,1,6,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,rebuk,rebuk,rebuk
rebuked,1,7,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,rebuk,rebuk,rebuk
rebukes,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,rebuk,rebuk,rebuk
recalcitrant,1,12,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,recalcitr,recalcitr,recalcit
recall,10,6,2.3635465488675068e-05,15.368687196302972,VB,VB,1,{'VB'},2,"{'VB', 'VBP'}",0,recal,recal,recal
recalled,1,8,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,recal,recal,recal
recalling,1,9,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,recal,recal,recal
receded,1,7,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,reced,reced,rec
receding,2,8,4.7270930977350136e-06,17.690615291190333,NN,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,reced,reced,rec
receipt,2,7,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,receipt,receipt,receipt
receive,20,7,4.7270930977350136e-05,14.368687196302972,VB,VB,3,"{'JJ', 'NN', 'VB'}",5,"{'JJ', 'VBD', 'VB', 'NN', 'VBP'}",0,receiv,receiv,receiv
received,45,8,0.0001063595946990378,13.19876219486066,VBD,VB,2,"{'JJ', 'VB'}",4,"{'JJ', 'VBN', 'VBD', 'VB'}",0,receiv,receiv,receiv
receiver,8,8,1.8908372390940054e-05,15.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,receiv,receiv,receiv
receives,5,8,1.1817732744337534e-05,16.36868719630297,VBZ,VB,1,{'VB'},1,{'VBZ'},0,receiv,receiv,receiv
receiving,4,9,9.454186195470027e-06,16.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,receiv,receiv,receiv
recent,8,6,1.8908372390940054e-05,15.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,recent,recent,rec
recently,23,8,5.4361570623952654e-05,14.167053335133321,RB,RB,3,"{'NN', 'VB', 'RB'}",5,"{'VBZ', 'VB', 'NN', 'RB', 'VBP'}",0,recent,recent,rec
reception,9,9,2.127191893980756e-05,15.520690289748021,NN,NN,1,{'NN'},1,{'NN'},0,recept,recept,receiv
receptive,4,9,9.454186195470027e-06,16.690615291190333,JJ,JJ,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBP'}",0,recept,recept,receiv
